1.384370000000000000e+05,1.320910000000000000e+05,1.384370000000000000e+05,2.700000000000000000e+02,3.606000000000000000e+04,1.731600000000000000e+04,6.306800000000000000e+04,5.369300000000000000e+04,1.265720000000000000e+05,8.378800000000000000e+04,6.687000000000000000e+04,7.060500000000000000e+04,1.360140000000000000e+05,5.049800000000000000e+04,1.815900000000000000e+04,5.071600000000000000e+04,2.328400000000000000e+04,1.016920000000000000e+05,1.032980000000000000e+05,5.392400000000000000e+04
2.873900000000000000e+04,1.330970000000000000e+05,3.698000000000000000e+04,1.306480000000000000e+05,2.500800000000000000e+04,1.048460000000000000e+05,6.149900000000000000e+04,5.356600000000000000e+04,5.116500000000000000e+04,6.925300000000000000e+04,6.798000000000000000e+04,1.268850000000000000e+05,1.162000000000000000e+03,5.096700000000000000e+04,5.251800000000000000e+04,1.069210000000000000e+05,5.413700000000000000e+04,5.166500000000000000e+04,6.844200000000000000e+04,7.224700000000000000e+04
1.390180000000000000e+05,1.009460000000000000e+05,6.799100000000000000e+04,7.314300000000000000e+04,2.486500000000000000e+04,1.299680000000000000e+05,3.606000000000000000e+04,5.358000000000000000e+04,5.355100000000000000e+04,8.736200000000000000e+04,7.078000000000000000e+04,1.263450000000000000e+05,3.272100000000000000e+04,5.058100000000000000e+04,5.565600000000000000e+04,3.423000000000000000e+03,2.602700000000000000e+04,1.566400000000000000e+04,6.852600000000000000e+04,5.031900000000000000e+04
1.328200000000000000e+04,3.856900000000000000e+04,7.178100000000000000e+04,7.750500000000000000e+04,2.184900000000000000e+04,1.080260000000000000e+05,6.999700000000000000e+04,5.342700000000000000e+04,4.659000000000000000e+03,6.799100000000000000e+04,6.666000000000000000e+04,1.125420000000000000e+05,6.262000000000000000e+03,5.110400000000000000e+04,5.619000000000000000e+04,5.002700000000000000e+04,5.626800000000000000e+04,4.380700000000000000e+04,6.407000000000000000e+03,1.748000000000000000e+03
7.370600000000000000e+04,8.900000000000000000e+01,1.409950000000000000e+05,5.322600000000000000e+04,8.796000000000000000e+03,5.686700000000000000e+04,1.273610000000000000e+05,5.379000000000000000e+04,7.145200000000000000e+04,5.355900000000000000e+04,1.364250000000000000e+05,1.300050000000000000e+05,1.314340000000000000e+05,5.134400000000000000e+04,1.743600000000000000e+04,3.435000000000000000e+03,5.399200000000000000e+04,5.697400000000000000e+04,1.005020000000000000e+05,7.178100000000000000e+04
3.079800000000000000e+04,3.494600000000000000e+04,1.390180000000000000e+05,5.355900000000000000e+04,2.207100000000000000e+04,1.116700000000000000e+05,2.754000000000000000e+03,5.378700000000000000e+04,5.351500000000000000e+04,7.047300000000000000e+04,1.328850000000000000e+05,1.126280000000000000e+05,1.357750000000000000e+05,5.036200000000000000e+04,5.511800000000000000e+04,1.076270000000000000e+05,2.801800000000000000e+04,1.352710000000000000e+05,6.668600000000000000e+04,5.619000000000000000e+04
3.021400000000000000e+04,1.457800000000000000e+04,1.367330000000000000e+05,6.605000000000000000e+03,1.684600000000000000e+04,1.058950000000000000e+05,9.450600000000000000e+04,5.357600000000000000e+04,7.175400000000000000e+04,7.063000000000000000e+03,9.650600000000000000e+04,3.093000000000000000e+03,1.357920000000000000e+05,5.146600000000000000e+04,2.222300000000000000e+04,1.041640000000000000e+05,1.262900000000000000e+05,1.008060000000000000e+05,1.286590000000000000e+05,4.993800000000000000e+04
2.640800000000000000e+04,1.508700000000000000e+04,3.259000000000000000e+03,5.599400000000000000e+04,1.006420000000000000e+05,1.383390000000000000e+05,5.010700000000000000e+04,1.069310000000000000e+05,7.047400000000000000e+04,6.912000000000000000e+03,9.836900000000000000e+04,1.293030000000000000e+05,6.716900000000000000e+04,5.032900000000000000e+04,5.473800000000000000e+04,4.998300000000000000e+04,5.395600000000000000e+04,9.619400000000000000e+04,7.024200000000000000e+04,3.356900000000000000e+04
2.831800000000000000e+04,1.069810000000000000e+05,1.283450000000000000e+05,1.300580000000000000e+05,7.005300000000000000e+04,1.134820000000000000e+05,3.604200000000000000e+04,6.605000000000000000e+03,7.558000000000000000e+04,4.620000000000000000e+02,3.118600000000000000e+04,1.300390000000000000e+05,5.379000000000000000e+04,5.086600000000000000e+04,1.343730000000000000e+05,5.192400000000000000e+04,4.510400000000000000e+04,1.298840000000000000e+05,2.983000000000000000e+03,1.115000000000000000e+03
6.716900000000000000e+04,1.320040000000000000e+05,7.323800000000000000e+04,5.673600000000000000e+04,1.155200000000000000e+04,1.036330000000000000e+05,1.386760000000000000e+05,5.357800000000000000e+04,1.261380000000000000e+05,5.071000000000000000e+03,9.745900000000000000e+04,5.346600000000000000e+04,5.378700000000000000e+04,5.044100000000000000e+04,5.347800000000000000e+04,5.534800000000000000e+04,1.289260000000000000e+05,1.270320000000000000e+05,3.561000000000000000e+04,5.082800000000000000e+04
